title,author,description,url,isbn13,cover_image_uri,genre,text,cluster
Sahaja Yoga,shri mataji nirmala devi,"Shri Mataji writes that ""India is a very ancient country and it has been blessed by many seers and saints who wrote treatises about reality and guidelines on how to achieve it."" This is just such a book. This book is both an introduction to Sahaja Yoga, describing the nature of the subtle reality within each of us, and a step-by-step handbook on how to be a good Sahaja Yogi, the nature of Sahaj culture, how to be a leader and how to raise children. ""The knowledge of Sahaja Yoga cannot be described in a few sentences or one small book, but one should understand that all this great work of creation and evolution is done by some great subtle organization, which is in the great divine form.""",,9781716960048,https://via.placeholder.com/100x150?text=No+Cover,,"Sahaja Yoga. shri mataji nirmala devi. . Shri Mataji writes that ""India is a very ancient country and it has been blessed by many seers and saints who wrote treatises about reality and guidelines on how to achieve it."" This is just such a book. This book is both an introduction to Sahaja Yoga, describing the nature of the subtle reality within each of us, and a step-by-step handbook on how to be a good Sahaja Yogi, the nature of Sahaj culture, how to be a leader and how to raise children. ""The knowledge of Sahaja Yoga cannot be described in a few sentences or one small book, but one should understand that all this great work of creation and evolution is done by some great subtle organization, which is in the great divine form.""",0
In Court and Kampong,hugh charles clifford,"In Court and Kampong Being Tales and Sketches of Native Life in the Malay Peninsula by Hugh Charles Clifford The nineteen tales and sketches, which are enclosed within the covers of this Book, relate to certain brown men and obscure things in a distant and very little known corner of the Earth. The Malay Peninsula-that slender tongue of land which projects into the tepid seas at the extreme south of the Asiatic Continent-is but little more than a name to most dwellers in Europe. But, even in the Peninsula itself, and to the majority of those white men whose whole lives have been passed in the Straits of Malacca, the East Coast and the remote interior, of which I chiefly write, are almost as completely unknown. We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",,9781722477271,https://via.placeholder.com/100x150?text=No+Cover,,"In Court and Kampong. hugh charles clifford. . In Court and Kampong Being Tales and Sketches of Native Life in the Malay Peninsula by Hugh Charles Clifford The nineteen tales and sketches, which are enclosed within the covers of this Book, relate to certain brown men and obscure things in a distant and very little known corner of the Earth. The Malay Peninsula-that slender tongue of land which projects into the tepid seas at the extreme south of the Asiatic Continent-is but little more than a name to most dwellers in Europe. But, even in the Peninsula itself, and to the majority of those white men whose whole lives have been passed in the Straits of Malacca, the East Coast and the remote interior, of which I chiefly write, are almost as completely unknown. We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",0
The Picador Book of Sportswriting,"nick coleman, nick hornby","This anthology contains the best British and American writing on sports such as football, cricket, boxing, horse-racing and baseball.",,"The Picador Book of Sportswritingnick coleman, nick hornby",https://via.placeholder.com/100x150?text=No+Cover,,"The Picador Book of Sportswriting. nick coleman, nick hornby. . This anthology contains the best British and American writing on sports such as football, cricket, boxing, horse-racing and baseball.",0
Good Inside,becky kennedy,"Wildly popular parenting expert Dr Becky Kenned shares her groundbreaking approach to raising kids in a way that feels good. Over the past several years, Dr Becky Kennedy--known to her followers as 'Dr Becky'--has been sparking a parenting revolution. Millions of parents, tired of following advice that either doesn't work or simply doesn't feel good, have embraced Dr Becky's empowering and effective approach, a model that prioritises connecting with our kids over correcting them. From reward charts to time-outs, many popular parenting approaches are based on shaping behaviour, not raising humans. These techniques don't build the skills kids need for life or account for their complex emotional needs. Add to that parents' complicated relationships with their own upbringings and it's easy to see why so many caretakers feel lost, burned out, and worried they're failing their kids. In Good Inside, Dr Becky shares her parenting philosophy, complete with actionable strategies, that will help parents move from uncertainty and self-blame to confidence and sturdy leadership. Offering perspective-shifting parenting principles and troubleshooting for specific scenarios--including sibling rivalry, separation anxiety, tantrums, and more--Good Inside is a comprehensive resource for a generation of parents looking for a new way to raise their kids while still setting them up for a lifetime of self-regulation, confidence, and resilience.",,9780008505547,https://via.placeholder.com/100x150?text=No+Cover,,"Good Inside. becky kennedy. . Wildly popular parenting expert Dr Becky Kenned shares her groundbreaking approach to raising kids in a way that feels good. Over the past several years, Dr Becky Kennedy--known to her followers as 'Dr Becky'--has been sparking a parenting revolution. Millions of parents, tired of following advice that either doesn't work or simply doesn't feel good, have embraced Dr Becky's empowering and effective approach, a model that prioritises connecting with our kids over correcting them. From reward charts to time-outs, many popular parenting approaches are based on shaping behaviour, not raising humans. These techniques don't build the skills kids need for life or account for their complex emotional needs. Add to that parents' complicated relationships with their own upbringings and it's easy to see why so many caretakers feel lost, burned out, and worried they're failing their kids. In Good Inside, Dr Becky shares her parenting philosophy, complete with actionable strategies, that will help parents move from uncertainty and self-blame to confidence and sturdy leadership. Offering perspective-shifting parenting principles and troubleshooting for specific scenarios--including sibling rivalry, separation anxiety, tantrums, and more--Good Inside is a comprehensive resource for a generation of parents looking for a new way to raise their kids while still setting them up for a lifetime of self-regulation, confidence, and resilience.",0
Optimism,"helen keller, professor of public law european law and international law helen keller",This Is A New Release Of The Original 1903 Edition.,,9781497941625,https://via.placeholder.com/100x150?text=No+Cover,,"Optimism. helen keller, professor of public law european law and international law helen keller. . This Is A New Release Of The Original 1903 Edition.",0
Everyday French Cooking,wini moranville,"Emphasizing easy technique, simple food, and speedy preparation, Everyday French Cooking provides tips, tricks, and shortcuts to make modern French home cooking accessible to any chef.",,9780760373576,https://via.placeholder.com/100x150?text=No+Cover,,"Everyday French Cooking. wini moranville. . Emphasizing easy technique, simple food, and speedy preparation, Everyday French Cooking provides tips, tricks, and shortcuts to make modern French home cooking accessible to any chef.",0
The Soul of a People,h. h. fielding,"'The observance of the law alone entitles to the right of belonging to my religion.'-Saying of the Buddha. For the first few years of my stay in Burma my life was so full of excitement that I had little care or time for any thought but of to-day. There was, first of all, my few months in Upper Burma in the King's time before the war, months which were full of danger and the exhilaration of danger, when all the surroundings were too new and too curious to leave leisure for examination beneath the surface. Then came the flight from Upper Burma at the time of the war, and then the war itself. And this war lasted four years. Not four years of fighting in Burma proper, for most of the Irrawaddy valley was peaceful enough by the end of 1889; but as the central parts quieted down, I was sent to the frontier, first on the North and then on the East by the Chin mountains; so that it was not until 1890 that a[Pg 2] transfer to a more settled part gave me quiet and opportunity for consideration of all I had seen and known. For it was in those years that I gained most of whatever little knowledge I have of the Burmese people.",,9781511729437,https://via.placeholder.com/100x150?text=No+Cover,,"The Soul of a People. h. h. fielding. . 'The observance of the law alone entitles to the right of belonging to my religion.'-Saying of the Buddha. For the first few years of my stay in Burma my life was so full of excitement that I had little care or time for any thought but of to-day. There was, first of all, my few months in Upper Burma in the King's time before the war, months which were full of danger and the exhilaration of danger, when all the surroundings were too new and too curious to leave leisure for examination beneath the surface. Then came the flight from Upper Burma at the time of the war, and then the war itself. And this war lasted four years. Not four years of fighting in Burma proper, for most of the Irrawaddy valley was peaceful enough by the end of 1889; but as the central parts quieted down, I was sent to the frontier, first on the North and then on the East by the Chin mountains; so that it was not until 1890 that a[Pg 2] transfer to a more settled part gave me quiet and opportunity for consideration of all I had seen and known. For it was in those years that I gained most of whatever little knowledge I have of the Burmese people.",0
21 Days to a Happier Family,justin coulson,"Everyone wants their family to be happy, but so much gets in the way work stress, commitments and our children's challenging behaviour are some everyday obstacles. As a result families can seem fragmented stressful and out of control. 21 Days to a Happier family is packed with effective strategies that are easy to put into place and reap feast reward. Justin Coulson uses positive psychology and the latest research to help parents identify and develop habits that will strengthen their family. Learn the most effective parenting style for you child, get relationships right for effective discipline, use mindfulness in parenting discover how optimism influences the wellbeing of families be emotionally available to your children - and so much more. Book jacket.",,9780733334818,https://via.placeholder.com/100x150?text=No+Cover,,"21 Days to a Happier Family. justin coulson. . Everyone wants their family to be happy, but so much gets in the way work stress, commitments and our children's challenging behaviour are some everyday obstacles. As a result families can seem fragmented stressful and out of control. 21 Days to a Happier family is packed with effective strategies that are easy to put into place and reap feast reward. Justin Coulson uses positive psychology and the latest research to help parents identify and develop habits that will strengthen their family. Learn the most effective parenting style for you child, get relationships right for effective discipline, use mindfulness in parenting discover how optimism influences the wellbeing of families be emotionally available to your children - and so much more. Book jacket.",0
The Tao Teh King,lao tse,"Do you want to read The Tao Teh King? If so then keep reading... Widely recognized as one of the world's great literary classics, Tao Teh King is one of the simplest yet most profound interpretations of man and nature. As a religion, it provides one of the sanest and most enduring of the major religions of mankind. Interpreted here by one of the foremost Western scholars of Eastern philosophies. What are you waiting for The Tao Teh King is one click away, select the ""Buy Now"" button in the top right corner NOW!",,9781800609808,https://via.placeholder.com/100x150?text=No+Cover,,"The Tao Teh King. lao tse. . Do you want to read The Tao Teh King? If so then keep reading... Widely recognized as one of the world's great literary classics, Tao Teh King is one of the simplest yet most profound interpretations of man and nature. As a religion, it provides one of the sanest and most enduring of the major religions of mankind. Interpreted here by one of the foremost Western scholars of Eastern philosophies. What are you waiting for The Tao Teh King is one click away, select the ""Buy Now"" button in the top right corner NOW!",0
Meditations on First Philosophy - in Which the Existence of God and the Immortality of the Soul Are Demonstrated,rene descartes,"The book is made up of six meditations, in which Descartes first discards all belief in things which are not absolutely certain, and then tries to establish what can be known for sure. The meditations were written as if he was meditating for 6 days: each meditation refers to the last one as ""yesterday."" However, Descartes did not take 6 days to complete this work, it actually took several years.",,9781615340309,https://via.placeholder.com/100x150?text=No+Cover,,"Meditations on First Philosophy - in Which the Existence of God and the Immortality of the Soul Are Demonstrated. rene descartes. . The book is made up of six meditations, in which Descartes first discards all belief in things which are not absolutely certain, and then tries to establish what can be known for sure. The meditations were written as if he was meditating for 6 days: each meditation refers to the last one as ""yesterday."" However, Descartes did not take 6 days to complete this work, it actually took several years.",0
Science for All Americans,"floyd james rutherford, andrew ahlgren","In order to compete in the modern world, any society today must rank education in science, mathematics, and technology as one of its highest priorities. It's a sad but true fact, however, that most Americans are not scientifically literate. International studies of educational performance reveal that U.S. students consistently rank near the bottom in science and mathematics. The latest study of the National Assessment of Educational Progress has found that despite some small gains recently, the average performance of seventeen-year-olds in 1986 remained substantially lower than it had been in 1969. As the world approaches the twenty-first century, American schools--when it comes to the advancement of scientific knowledge--seem to be stuck in the Victorian age.In Science for All Americans, F. James Rutherford and Andrew Ahlgren brilliantly tackle this devastating problem. Based on Project 2061, a scientific literacy initiative sponsored by the American Association for the Advancement of Science, this wide-ranging, important volume explores what constitutes scientific literacy in a modern society; the knowledge, skills, and attitudes all students should acquire from their total school experience from kindergarten through high school; and what steps this country must take to begin reforming its system of education in science, mathematics, and technology.Science for All Americans describes the scientifically literate person as one who knows that science, mathematics, and technology are interdependent enterprises with strengths and limitations; who understands key concepts and principles of science; who recognizes both the diversity and unity of the natural world; and who uses scientific knowledge and scientific ways of thinking for personal and social purposes. Its recommendations for educational reform downplay traditional subject categories and instead highlight the connections between them. It also emphasizes ideas and thinking skills over the memorization of specialized vocabulary. For instance, basic scientific literacy means knowing that the chief function of living cells is assembling protein molecules according to the instructions coded in DNA molecules, but does not mean necessarily knowing the terms ""ribosome"" or ""deoxyribonucleic acid.""Science, mathematics, and technology will be at the center of the radical changes in the nature of human existence that will occur during the next life span; therefore, preparing today's children for tomorrow's world must entail a solid education in these areas. Science for All Americans will help pave the way for the necessary reforms in America's schools.",,"Science for All Americansfloyd james rutherford, andrew ahlgren",https://via.placeholder.com/100x150?text=No+Cover,,"Science for All Americans. floyd james rutherford, andrew ahlgren. . In order to compete in the modern world, any society today must rank education in science, mathematics, and technology as one of its highest priorities. It's a sad but true fact, however, that most Americans are not scientifically literate. International studies of educational performance reveal that U.S. students consistently rank near the bottom in science and mathematics. The latest study of the National Assessment of Educational Progress has found that despite some small gains recently, the average performance of seventeen-year-olds in 1986 remained substantially lower than it had been in 1969. As the world approaches the twenty-first century, American schools--when it comes to the advancement of scientific knowledge--seem to be stuck in the Victorian age.In Science for All Americans, F. James Rutherford and Andrew Ahlgren brilliantly tackle this devastating problem. Based on Project 2061, a scientific literacy initiative sponsored by the American Association for the Advancement of Science, this wide-ranging, important volume explores what constitutes scientific literacy in a modern society; the knowledge, skills, and attitudes all students should acquire from their total school experience from kindergarten through high school; and what steps this country must take to begin reforming its system of education in science, mathematics, and technology.Science for All Americans describes the scientifically literate person as one who knows that science, mathematics, and technology are interdependent enterprises with strengths and limitations; who understands key concepts and principles of science; who recognizes both the diversity and unity of the natural world; and who uses scientific knowledge and scientific ways of thinking for personal and social purposes. Its recommendations for educational reform downplay traditional subject categories and instead highlight the connections between them. It also emphasizes ideas and thinking skills over the memorization of specialized vocabulary. For instance, basic scientific literacy means knowing that the chief function of living cells is assembling protein molecules according to the instructions coded in DNA molecules, but does not mean necessarily knowing the terms ""ribosome"" or ""deoxyribonucleic acid.""Science, mathematics, and technology will be at the center of the radical changes in the nature of human existence that will occur during the next life span; therefore, preparing today's children for tomorrow's world must entail a solid education in these areas. Science for All Americans will help pave the way for the necessary reforms in America's schools.",0
"Magic, Science and Religion",bronislaw malinowski,"The author takes into account the various views of religion which Tylor, Frazer, Marett, and Durkheim have given and goes on from there to provide his own conception that religion and magic are ways men have to make the world acceptable.",,"Magic, Science and Religionbronislaw malinowski",https://via.placeholder.com/100x150?text=No+Cover,,"Magic, Science and Religion. bronislaw malinowski. . The author takes into account the various views of religion which Tylor, Frazer, Marett, and Durkheim have given and goes on from there to provide his own conception that religion and magic are ways men have to make the world acceptable.",0
Human Physiology,dee unglaub silverthorn,This test broke ground with its thorough coverage of molecular physiology seamlessly integrated into a traditional homeostasis-based systems approach. This edition introduces a major reorganisation of the early chapters to provide the best foundation for the course and new art features that streamline review and essential topics so that students can access them more easily on an as-needed basis.,,9781292026473,https://via.placeholder.com/100x150?text=No+Cover,,Human Physiology. dee unglaub silverthorn. . This test broke ground with its thorough coverage of molecular physiology seamlessly integrated into a traditional homeostasis-based systems approach. This edition introduces a major reorganisation of the early chapters to provide the best foundation for the course and new art features that streamline review and essential topics so that students can access them more easily on an as-needed basis.,0
Physiology of Sport and Exercise,w. larry kenney,"The leading textbook for undergraduate exercise physiology courses, Physiology of Sport and Exercise, Fifth Edition, has been fully updated in both content and design. The authors, all distinguished researchers and past presidents of the American College of Sports Medicine, combine their expertise to deliver superior technical content while maintaining an accessible, reader-friendly format. The fifth edition has been redesigned to enhance its visual appeal and provide students with an improved learning experience. Completely revamped photos, illustrations, and medical artwork offer a higher level of detail and clarity to better illustrate how the body performs and responds to physical activity. In addition, the text features new and updated content based on the latest research in the field as well as a reorganized chapter structure. To facilitate a more integrated learning experience, Physiology of Sport and Exercise, Fifth Edition, has an accompanying web study guide. The study guide offers updated learning activities that complement each chapter in the book, and study guide reminders in the text prompt students when to access the guide to practice, review, and develop their understanding of chapter concepts.",,9781450421089,https://via.placeholder.com/100x150?text=No+Cover,,"Physiology of Sport and Exercise. w. larry kenney. . The leading textbook for undergraduate exercise physiology courses, Physiology of Sport and Exercise, Fifth Edition, has been fully updated in both content and design. The authors, all distinguished researchers and past presidents of the American College of Sports Medicine, combine their expertise to deliver superior technical content while maintaining an accessible, reader-friendly format. The fifth edition has been redesigned to enhance its visual appeal and provide students with an improved learning experience. Completely revamped photos, illustrations, and medical artwork offer a higher level of detail and clarity to better illustrate how the body performs and responds to physical activity. In addition, the text features new and updated content based on the latest research in the field as well as a reorganized chapter structure. To facilitate a more integrated learning experience, Physiology of Sport and Exercise, Fifth Edition, has an accompanying web study guide. The study guide offers updated learning activities that complement each chapter in the book, and study guide reminders in the text prompt students when to access the guide to practice, review, and develop their understanding of chapter concepts.",0
Dare Not Linger,"nelson mandela, mandla langa","In 1994, Nelson Mandela became the first president of a democratic South Africa, committed to serving only a single five-year term. During his presidency, he and his government ensured that all of South Africa's citizens became equal before the law, and laid the foundation for turning a country riven by centuries of colonialism and apartheid into a fully functioning democracy. This volume draws on the memoir Mandela began as he prepared to leave office. Langa completed the unfinished draft, using detailed notes that Mandela made as events were unfolding.",,9780374134716,https://via.placeholder.com/100x150?text=No+Cover,,"Dare Not Linger. nelson mandela, mandla langa. . In 1994, Nelson Mandela became the first president of a democratic South Africa, committed to serving only a single five-year term. During his presidency, he and his government ensured that all of South Africa's citizens became equal before the law, and laid the foundation for turning a country riven by centuries of colonialism and apartheid into a fully functioning democracy. This volume draws on the memoir Mandela began as he prepared to leave office. Langa completed the unfinished draft, using detailed notes that Mandela made as events were unfolding.",0
The Friendly Stars,"martha evans martin, donald howard menzel","Covers the names, light, and distance of the stars, double stars, constellations, and more in an informative and engaging style, entertaining and instructive. 25 illustrations. 16 x 30 chart.",,"The Friendly Starsmartha evans martin, donald howard menzel",https://via.placeholder.com/100x150?text=No+Cover,,"The Friendly Stars. martha evans martin, donald howard menzel. . Covers the names, light, and distance of the stars, double stars, constellations, and more in an informative and engaging style, entertaining and instructive. 25 illustrations. 16 x 30 chart.",0
Frontier Violence,william eugene hollon,,,9780195020984,https://via.placeholder.com/100x150?text=No+Cover,,Frontier Violence. william eugene hollon. . ,0
The Horizon History of China,charles patrick fitzgerald,Project report for Graduate Diploma of Business (Shipping),,The Horizon History of Chinacharles patrick fitzgerald,https://via.placeholder.com/100x150?text=No+Cover,,The Horizon History of China. charles patrick fitzgerald. . Project report for Graduate Diploma of Business (Shipping),0
Words and Minds,neil mercer,Words and Minds takes a lively and accessible look at the evolution of language and how we use language in joint activities.,,Words and Mindsneil mercer,https://via.placeholder.com/100x150?text=No+Cover,,Words and Minds. neil mercer. . Words and Minds takes a lively and accessible look at the evolution of language and how we use language in joint activities.,0
The Coming Conquest of England,august niemann,"Notice: This Book is published by Historical Books Limited (www.publicdomain.org.uk) as a Public Domain Book, if you have any inquiries, requests or need any help you can just send an email to publications@publicdomain.org.uk This book is found as a public domain and free book based on various online catalogs, if you think there are any problems regard copyright issues please contact us immediately via DMCA@publicdomain.org.uk",,9781532805318,https://via.placeholder.com/100x150?text=No+Cover,,"The Coming Conquest of England. august niemann. . Notice: This Book is published by Historical Books Limited (www.publicdomain.org.uk) as a Public Domain Book, if you have any inquiries, requests or need any help you can just send an email to publications@publicdomain.org.uk This book is found as a public domain and free book based on various online catalogs, if you think there are any problems regard copyright issues please contact us immediately via DMCA@publicdomain.org.uk",0
The 7 Principles of Fat Burning,"eric berg, eric berg d.c.","The 7 Principles of Fat Burning is the handbook to the sensational Berg Diet that has empowered thousands of people to get healthy, lose weight and keep it off. It shows how to activate your fat-burning hormones with a tailor-made eating and exercise plan for your body type. The 7 Principles is a highly practical book that provides clear explanations-aided by dozens of charts and illustrations-of the principles of healthy weight loss. Easy-to-understand health and nutrition information and simple tests to determine your correct body type are the keys to its success. Knowledge is power and The 7 Principles of Fat Burning gives dieters the power to take command by eating the healthy diet that activates the fat-burning hormones for their body type. For years people have been told to lose weight to be healthy. The truth is, you need to get healthy to lose weight. The Seven Principles of Fat Burning shows you how. Dr. Berg thoroughly educates readers and puts them right where they should be: in charge of their own weight.",,9780982601624,https://via.placeholder.com/100x150?text=No+Cover,,"The 7 Principles of Fat Burning. eric berg, eric berg d.c.. . The 7 Principles of Fat Burning is the handbook to the sensational Berg Diet that has empowered thousands of people to get healthy, lose weight and keep it off. It shows how to activate your fat-burning hormones with a tailor-made eating and exercise plan for your body type. The 7 Principles is a highly practical book that provides clear explanations-aided by dozens of charts and illustrations-of the principles of healthy weight loss. Easy-to-understand health and nutrition information and simple tests to determine your correct body type are the keys to its success. Knowledge is power and The 7 Principles of Fat Burning gives dieters the power to take command by eating the healthy diet that activates the fat-burning hormones for their body type. For years people have been told to lose weight to be healthy. The truth is, you need to get healthy to lose weight. The Seven Principles of Fat Burning shows you how. Dr. Berg thoroughly educates readers and puts them right where they should be: in charge of their own weight.",0
The Oxopetra Elegies,odysseas elytēs,,,9783718658718,https://via.placeholder.com/100x150?text=No+Cover,,The Oxopetra Elegies. odysseas elytēs. . ,0
Of Arms and Men,"""robert l. oconnell""","Ranging from prehistoric times to the Nuclear Age, demonstrates how social and economic conditions have determined the types of weapons and tactics employed in warfare.",,9780195053609,https://via.placeholder.com/100x150?text=No+Cover,,"Of Arms and Men. ""robert l. oconnell"". . Ranging from prehistoric times to the Nuclear Age, demonstrates how social and economic conditions have determined the types of weapons and tactics employed in warfare.",0
Current Psychotherapies,"raymond j. corsini, danny wedding, judith w. mcmahon","Used in top counseling, psychology, and social work programs, CURRENT PSYCHOTHERAPIES is the ideal resource to not only help you excel in the course, but also to learn, compare, and apply the major systems of psychotherapy in a way that will be meaningful in your own practice. Each contributor is either an originator or a leading proponent of one of the systems, and each presents the basic principles of the system in a clear and straightforward manner, discussing it in the context of the other systems. Theory chapters include a case example that guides you through the problem, evaluation, treatment, and follow-up process. Accompanying CURRENT PSYCHOTHERAPIES is CASE STUDIES IN PSYCHOTHERAPY, each case demonstrates the basic techniques and methods of the theory being illustrated. This edition retains classic case studies by Harold Mosak, Carl Rogers, Albert Ellis, Arnold Lazarus, and Peggy Papp.",,"Current Psychotherapiesraymond j. corsini, danny wedding, judith w. mcmahon",https://via.placeholder.com/100x150?text=No+Cover,,"Current Psychotherapies. raymond j. corsini, danny wedding, judith w. mcmahon. . Used in top counseling, psychology, and social work programs, CURRENT PSYCHOTHERAPIES is the ideal resource to not only help you excel in the course, but also to learn, compare, and apply the major systems of psychotherapy in a way that will be meaningful in your own practice. Each contributor is either an originator or a leading proponent of one of the systems, and each presents the basic principles of the system in a clear and straightforward manner, discussing it in the context of the other systems. Theory chapters include a case example that guides you through the problem, evaluation, treatment, and follow-up process. Accompanying CURRENT PSYCHOTHERAPIES is CASE STUDIES IN PSYCHOTHERAPY, each case demonstrates the basic techniques and methods of the theory being illustrated. This edition retains classic case studies by Harold Mosak, Carl Rogers, Albert Ellis, Arnold Lazarus, and Peggy Papp.",0
Food by Fire,derek wolf,"Food by Fire, based on the popular blog and Instagram Over the Fire Cooking, covers everything from easy wins for live fire grilling beginners to unique techniques from around the world.",,9781592339754,https://via.placeholder.com/100x150?text=No+Cover,,"Food by Fire. derek wolf. . Food by Fire, based on the popular blog and Instagram Over the Fire Cooking, covers everything from easy wins for live fire grilling beginners to unique techniques from around the world.",0
Soups,publications international ltd,"Soup might be the perfect comfort food--simple, versatile and easily adapted to suit every taste and any occasion. Choose from more than 90 stellar soup recipes that will satisfy family and friends all year round. If you're pressed for time, you'll find dozens of quick and easy soups that are ideal for busy weeknight dinners. Revisit delicious classics such as Chicken Noodle Soup and Minestrone, or explore exciting new flavors like Portuguese Potato and Greens Soup and Roman Spinach Soup. Or you can set it and forget it--use your slow cooker to cook up a hearty meal in a bowl such as Mexican Chicken and Black Bean Soup or Navy Bean Bacon Chowder. You'll find soups for every season as well as recipes to suit a wide range of different tastes--flexitarians, vegetarians, vegans and gluten-free folks can all find sensational soups that fit their lifestyle. Chapters include Poultry, Meat, Seafood, Pasta & Noodles, Beans & Grains, Vegetables, Weeknight Wonders, and Slow Cooker Soups. More than 90 beautiful full-page photos.",,9781645584308,https://via.placeholder.com/100x150?text=No+Cover,,"Soups. publications international ltd. . Soup might be the perfect comfort food--simple, versatile and easily adapted to suit every taste and any occasion. Choose from more than 90 stellar soup recipes that will satisfy family and friends all year round. If you're pressed for time, you'll find dozens of quick and easy soups that are ideal for busy weeknight dinners. Revisit delicious classics such as Chicken Noodle Soup and Minestrone, or explore exciting new flavors like Portuguese Potato and Greens Soup and Roman Spinach Soup. Or you can set it and forget it--use your slow cooker to cook up a hearty meal in a bowl such as Mexican Chicken and Black Bean Soup or Navy Bean Bacon Chowder. You'll find soups for every season as well as recipes to suit a wide range of different tastes--flexitarians, vegetarians, vegans and gluten-free folks can all find sensational soups that fit their lifestyle. Chapters include Poultry, Meat, Seafood, Pasta & Noodles, Beans & Grains, Vegetables, Weeknight Wonders, and Slow Cooker Soups. More than 90 beautiful full-page photos.",0
The wrestler's body [text and electronic resource],joseph s. alter,"Illustrations: 15 B/W Illustrations Description: The Wrestler's Body tells us the story of a way of life organized in terms of physical self-development. While Indian wrestlers are competitive athletes, they are also moral reformers whose conception of self and society is fundamentally somatic. In order to elucidate the somatic structure of the wrestler's identity and ideology, Joseph Alter uses the insights of anthropology to write an ethnography of the wrestler's physique. Young men in North India may choose to join an akhara, or gymnasium, where they subject themselves to a complex program of physical fitness. Under the supervision of a guru they become wrestlers by learning how and what to eat, how, when and where to sleep, bathe, defecate, exercise, brush their teeth, and rest, what to wear, and generally how to comport themselves. By these means they not only become competent athletes, they come to develop a moral physique and to embody an ideology of public health. Alter's first-hand description of each detail of the wrestler's regimen is set within the geomoral context of the gymnasium and is framed by a series of interpretations: the place of the body in the relationship between a guru and his disciple; the meaning of patronage as a system of control and support; the embodiment of symbolic structures in the ritual of Nagapanchami; a deconstruction of the embodied self through the drama of tournament competition; and the development of a moral physique modeled on the ironic form and divine structure of Lord Hanuman's body. Wrestling provides a unique perspective on South Asian culture and society. Self-consciously outside the cultural mainstream, it cuts against the weave of the larger cultural fabric. By bringing members of high and low castes into close physical contact, wrestling challenges the principles of purity and pollution. Concepts of general health and fitness are redefined in exaggerated terms. Using the model of sannyasa, or Hindu world renunciation, wrestlers transform the disciplinary mechanisms of asceticism into the terms of somatic nationalism and utopian reform. The body of the wrestler is a focal symbol in the rubric of ethical nationalism. Wrestlers feel that a reform of Indian national character is imperative and that moral reform on this scale can only be achieved through a discipline of the individual body. As such, wrestlers advocate their way of life as an ideology of national health. Everyone is called on to become a wrestler and build collective strength through self-discipline.",,9788121507998,https://via.placeholder.com/100x150?text=No+Cover,,"The wrestler's body [text and electronic resource]. joseph s. alter. . Illustrations: 15 B/W Illustrations Description: The Wrestler's Body tells us the story of a way of life organized in terms of physical self-development. While Indian wrestlers are competitive athletes, they are also moral reformers whose conception of self and society is fundamentally somatic. In order to elucidate the somatic structure of the wrestler's identity and ideology, Joseph Alter uses the insights of anthropology to write an ethnography of the wrestler's physique. Young men in North India may choose to join an akhara, or gymnasium, where they subject themselves to a complex program of physical fitness. Under the supervision of a guru they become wrestlers by learning how and what to eat, how, when and where to sleep, bathe, defecate, exercise, brush their teeth, and rest, what to wear, and generally how to comport themselves. By these means they not only become competent athletes, they come to develop a moral physique and to embody an ideology of public health. Alter's first-hand description of each detail of the wrestler's regimen is set within the geomoral context of the gymnasium and is framed by a series of interpretations: the place of the body in the relationship between a guru and his disciple; the meaning of patronage as a system of control and support; the embodiment of symbolic structures in the ritual of Nagapanchami; a deconstruction of the embodied self through the drama of tournament competition; and the development of a moral physique modeled on the ironic form and divine structure of Lord Hanuman's body. Wrestling provides a unique perspective on South Asian culture and society. Self-consciously outside the cultural mainstream, it cuts against the weave of the larger cultural fabric. By bringing members of high and low castes into close physical contact, wrestling challenges the principles of purity and pollution. Concepts of general health and fitness are redefined in exaggerated terms. Using the model of sannyasa, or Hindu world renunciation, wrestlers transform the disciplinary mechanisms of asceticism into the terms of somatic nationalism and utopian reform. The body of the wrestler is a focal symbol in the rubric of ethical nationalism. Wrestlers feel that a reform of Indian national character is imperative and that moral reform on this scale can only be achieved through a discipline of the individual body. As such, wrestlers advocate their way of life as an ideology of national health. Everyone is called on to become a wrestler and build collective strength through self-discipline.",0
