title,author,description,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13
Sazones y andanzas por el centro histórico de la Ciudad de México,víctor hugo aguilar morales,,Cookbook,,,,2012,191.0,6070229452,9786070229459
Sacramento Eats,benjy egel,,Cooking,,,,2023,0.0,1638460612,9781638460619
The Complete Chinese and Asian Cookbook,sharmini tiruchelvam,,Cookbook,,,,1978,420.0,085685476X,9780856854767
Soups,publications international ltd,"Soup might be the perfect comfort food--simple, versatile and easily adapted to suit every taste and any occasion. Choose from more than 90 stellar soup recipes that will satisfy family and friends all year round. If you're pressed for time, you'll find dozens of quick and easy soups that are ideal for busy weeknight dinners. Revisit delicious classics such as Chicken Noodle Soup and Minestrone, or explore exciting new flavors like Portuguese Potato and Greens Soup and Roman Spinach Soup. Or you can set it and forget it--use your slow cooker to cook up a hearty meal in a bowl such as Mexican Chicken and Black Bean Soup or Navy Bean Bacon Chowder. You'll find soups for every season as well as recipes to suit a wide range of different tastes--flexitarians, vegetarians, vegans and gluten-free folks can all find sensational soups that fit their lifestyle. Chapters include Poultry, Meat, Seafood, Pasta & Noodles, Beans & Grains, Vegetables, Weeknight Wonders, and Slow Cooker Soups. More than 90 beautiful full-page photos.",Cooking,,,,2020-12,192.0,1645584305,9781645584308
Understanding Elizabeth David,jennifer hillier,,Cookbook,,,,2004,12.0,,
Chicken,unknown,,Cooking (Chicken),,,,1993,104.0,0785305289,9780785305286
The Indoor Grilling Cookbook,julie stillman,,Barbecuing,,,Chain Sales Marketing,2001,260.0,1892374536,9781892374530
Gourmet's Gospel II.,unknown,,Cookbook,,,,1985,0.0,,
150 Best Toaster Oven Recipes,linda stephen,"""This book offers 150+ delicious recipes designed exclusively to be made in conjunction with the toaster oven. Practical tips, information on various toaster ovens, and an all-new ""Basics"" section are offered.""--",Toaster oven cooking,,,Robert Rose,2018-07-06,208.0,0778806162,9780778806165
Now You're Cookin Thai,unknown,,Cookbook,,,,2007,96.0,,
Tiny Treats,julia a. monroe,An illustrated cookbook for girls which shows how to easily create miniature treats.,Cookbook,5.0,1.0,American Girl Publishing Incorporated,2006,0.0,1584859792,9781584859796
Sweet TnT,unknown,,Cooking,,,,2019,224.0,1689689471,9781689689472
The Poetic Edda,carolyne larrington,"This collection of Norse-Icelandic mythological and heroic poetry contains the greater narratives of the creation of the world and the coming of Ragnarok, the Doom of the Gods.",Literary Collections,,,"Oxford University Press, USA",2014,385.0,0199675341,9780199675340
Goethe's Faust,johann wolfgang von goethe,"Goethe's most complex and profound work, Faust was the effort of the great poet's entire lifetime. Written over 60 years, it can be read as a document of Goethe's moral and artistic development.",Drama,,,Dutton Adult,1954,448.0,,
Rosmersholm,henrik ibsen,"Dramaet ""Rosmersholm"" fra 1886 anses af mange kritikere for at være Henrik Ibsens mesterværk. Det udspiller sig på en gammel herregård i det sydlige Norge, hvor den forhenværende præst Johannes Rosmer lever i et forhold med sin husholderske Rebecca West, mens konservative og liberale kræfter kæmper om magten i landet. Den norske dramatiker og digter Henrik Ibsen (1828-1906) er én af de vigtigste forfattere i Det Moderne Gennembrud og regnes som grundlæggeren af det moderne drama med skuespil, der sætter den menneskelige psykologi i centrum og kredser om den fortid, det er så umuligt at flygte fra. Ibsen er verdensberømt for skuespil som ""Et dukkehjem"", ""Peer Gynt"" og ""Hedda Gabler"", men producerede i alt over tyve dramaer, der stadig opføres på teatre over hele verden.",Poetry,,,Lindhardt og Ringhof,2017-11-23,180.0,8711799919,9788711799918
"Lyrical Ballads, and Other Poems, 1797-1800",william wordsworth,"The present edition provides the first comprehensive textual history from earliest manuscript to final lifetime printing of the poems published in the epochal Lyrical Ballads, and of contemporaneous short poems by Wordsworth (1770-1850). For those poems originally published in 1800, this edition is",History,,,,1992,882.0,,
The Rime of the Ancient Mariner (The Complete Edition),samuel taylor coleridge,"Samuel Taylor Coleridge's ""The Rime of the Ancient Mariner (The Complete Edition)"" stands as a seminal work in the Romantic literary canon, encapsulating the interplay between nature, the supernatural, and human experience. Through its intricate narrative structure and rich, evocative language, the poem unfolds the harrowing journey of the Mariner, whose cursed voyage becomes an exploration of guilt, redemption, and the interconnectedness of all living things. Coleridge's innovative use of meter and rhyme enhances the poem's haunting atmosphere, while its allegorical depth invites multiple interpretations, engaging themes of faith, nature, and moral consequence. Coleridge, a pivotal figure in the Romantic movement, was deeply influenced by his own philosophical inquiries and experiences with nature, as well as his fascination with gothic and supernatural elements. His collaboration with fellow poet William Wordsworth and their shared focus on individualism and emotional authenticity shaped not only Coleridge's poetic style but also his thematic preoccupations. The Ancient Mariner, written under the shadows of personal struggles with addiction and despondency, thus reflects not only his artistic vision but also his quest for deeper understanding of human nature and the cosmos. This complete edition of ""The Rime of the Ancient Mariner"" is a must-read for anyone seeking to delve into the intricacies of Romantic poetry and the broader implications of human existence. Coleridge's masterpiece not only captures the imagination with its vivid imagery and haunting narrative but also provokes profound contemplation on the relationship between humanity and the natural world. Engaging with this enduring text offers readers both a gripping story and a timeless meditation on morality, nature, and the human condition.",Poetry,,,DigiCat,2022-11-13,94.0,,
A Poetics,charles bernstein,"In a wild variety of topics, polemic, and styles, Bernstein surveys the poetry scene and addresses hot issues of poststructuralist literary theory. What role should poetics play in contemporary culture? Bernstein finds the answer in dissent, in both argument and form--a poetic language that resists being absorbed into the conventions of our culture.",Literary Criticism,,,Harvard University Press,1992,246.0,0674678575,9780674678576
The Prophet,kahlil gibran,"A hugely influential philosophical work of prose poetry, Kahlil Gibran's The Prophet is an inspirational, allegorical guide to living, and this Penguin Modern Classics edition includes an introduction by Robin Waterfield. First published in the 1920's, The Prophet is perhaps the most famous work of religious fiction of the twentieth century, and has sold millions of copies in more than twenty languages. Gibran's Prophet speaks of many things central to daily life: love, marriage, death, beauty, passion, eating, work and play. The spiritual message he imparts, of finding divinity through love, blends eastern mysticism, religious faith and philosophy with simple advice. The Prophet became the bible of 1960s culture and was credited with founding the New Age movement, yet it still continues to inspire people around the world today. This edition is illustrated with Gibran's famous visionary paintings. Kahlil Gibran (1883-1931) was a poet, philosopher and artist, who stands among the most important Arabic language authors of the early twentieth century. Born in Lebanon, he spent the last twenty years of his life in the United States, where for many years he was the leader of a Lebansese writing circle in New York. He is the author of numerous volumes, including The Garden of the Prophet, The Storm, The Beloved: Reflections on the Path of the Heart, The Vision, Reflections on the Way of the Soul, and Spirit Brides. If you enjoyed The Prophet, you might like Herman Hesse's Siddhartha, also available in Penguin Modern Classics. 'His work goes on from generation to generation' Daily Mail 'To read it was to transcend ordinary levels of perception, to become aware ... of a more intense level of being' Independent",Fiction,5.0,1.0,Penguin UK,2002-03-28,88.0,0141910879,9780141910871
Rilke,charlie louth,"The life of Rilke's work is in its words, and this book attends closely to the development of that life as it unfolds over Rilke's career. What is a poem, and how does it act upon us when we read? This is a question of the greatest interest to Rilke, who addresses it in several poems and for whom the experience of reading affords an interaction with the world, a recalibration of our ways of attending to it, which set it apart from other kinds of experience. Rilke's work is often approached in periods—he is the author of the Neue Gedichte, or of Malte, or of the Duino Elegies, or of the Sonette an Orpheus—as if the different phases of his work had little to do with one another, but in fact it is a concentrated and evolving exploration of the possibilities of poetic language, a working of the life of words into precise and exacting forms in dialogue with the texture of the world. This book traces that trajectory in a series of close readings that do not neglect the lesser-known, uncollected poems and the poems in French, as well as Rilke's activity as a translator of Michelangelo, Shakespeare, Barrett Browning, Mallarmé, and Valéry, among many others. These encounters were part of Rilke's engagement with the world, his way of extending the reach of his language to get it ever closer to the ungraspable movements, the risk and promise, of life itself. One of his best-known poems ends with the words 'You must change your life', an injunction that can be seen to animate the whole of his work.",Literary Criticism,,,Oxford University Press,2020-06-19,648.0,0192542680,9780192542687
Poetry and Politics in the Cockney School,jeffrey n. cox,"Jeffrey N. Cox refines our conception of 'second generation' Romanticism by placing it within the circle of writers around Leigh Hunt that came to be known as the 'Cockney School'. Offering a theory of the group as a key site for cultural production, Cox challenges the traditional image of the Romantic poet as an isolated figure by recreating the social nature of the work of Shelley, Keats, Hunt, Hazlitt, Byron, and others, as they engaged in literary contests, wrote poems celebrating one another, and worked collaboratively on journals and other projects. Cox also recovers the work of neglected writers such as John Hamilton Reynolds, Horace Smith, and Cornelius Webb as part of the rich social and cultural context of Hunt's circle. This book not only demonstrates convincingly that a 'Cockney School' existed, but shows that it was committed to putting literature in the service of social, cultural, and political reform.",Literary Criticism,,,Cambridge University Press,2004-05-20,304.0,0521604230,9780521604239
Penguin Island,"anatole france, a. w. evans",This Is A New Release Of The Original 1909 Edition.,,,,"Literary Licensing, LLC",2014-03,364.0,1498050352,9781498050357
Selected Poems,derek walcott,Publisher description,Poetry,,,Macmillan,2007-01-09,331.0,0374260664,9780374260668
Lalla Rookh,thomas moore,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,,,Franklin Classics,2018-10-14,304.0,0342953524,9780342953523
The Grand Inquisitor,fyodor dostoyevsky,"""The Grand Inquisitor"" is a poem in Fyodor Dostoyevsky's novel The Brothers Karamazov (1879-1880). It is recited by Ivan, who questions the possibility of a personal and benevolent God, to his brother Alyosha, a novice monk. ""The Grand Inquisitor"" is an important part of the novel and one of the best-known passages in modern literature because of its ideas about human nature and freedom, and its fundamental ambiguity.",,,,Createspace Independent Publishing Platform,2017-02-07,,1542978238,9781542978231
The Forerunner,kahlil gibran,"Excerpt from The Forerunner: His Parables and Poems His is an irresistible vigor and clarity of thought and feeling. To gether with a power of Simple picturing. Which makes it unforget table. It is the voice and genius Oi/ thm'people. - The New York Evening Post. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Poetry,,,Forgotten Books,2017-10-23,78.0,0265642833,9780265642832
Gifts,bp nichol,"BpNichol's The Martyrology is a long poem begun in 1967 and continuing until Nichol's death in 1988. It includes Books 1 & 2 (1972), Book(s) 7 & (1990), and Ad Sanctos: Book 9 (1992). The text in this volume is a facsimile, with minor corrections, of the 1990 edition of Gifts. --Coach House Books.",Poetry,,,Coach House Books,1994-01-18,322.0,1552450902,9781552450901
A Child's Garden of Verses,robert louis stevenson,"A Child's Garden of Verses is a collection of poetry for children about childhood, illness, play and solitude by the Scottish author Robert Louis Stevenson. The collection first appeared in 1885 under the title Penny Whistles, but has been reprinted many times, often in illustrated versions. It contains about 65 poems including the cherished classics ""Foreign Children,"" ""The Lamplighter,"" ""The Land of Counterpane,"" ""Bed in Summer,"" ""My Shadow"" and ""The Swing."" The classical scholar Terrot Reaveley Glover published a translation of the poems into Latin in 1922 under the title Carmina non prius audita de ludis et hortis virginibus puerisque.",,,,Createspace Independent Publishing Platform,2018-06-13,50.0,1720688990,9781720688990
Selected Poetry and Prose,samuel taylor coleridge,"Edited, with an Introduction, by Donald A Stauffer.",Literary Collections,,,"McGraw-Hill Humanities, Social Sciences & World Languages",1951,882.0,,
Esther,jean racine,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,,,Franklin Classics Trade Press,2018-10-17,76.0,0343638231,9780343638238
Don Juan,lord george gordon byron,"Don Juan Volume 1 By Lord George Gordon Byron She kept a journal, where his faults were noted, And open'd certain trunks of books and letters, All which might, if occasion served, be quoted; And then she had all Seville for abettors, Besides her good old grandmother (who doted); The hearers of her case became repeaters, Then advocates, inquisitors, and judges, Some for amusement, others for old grudges. We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",,,,Createspace Independent Publishing Platform,2018-08-15,444.0,1725147777,9781725147775
The Oxopetra Elegies,odysseas elytēs,,Poetry,,,Harwood Academic Pub,1996,85.0,3718658712,9783718658718
Faust,johann wolfgang von goethe,"Based on the fable of the man who traded his soul for superhuman powers and knowledge, it became the life's work of Germany's greatest poet, Goethe. Beginning with an intriguing wager between God and Satan, it charts the life of a deeply flawed individual, his struggle against the nihilism of his diabolical companion Mephistopheles. Part One presents Faust's pact with the Devil and the harrowing tragedy of his love affair with the young Gretchen. Part Two shows Faust's experience in the world of public affairs, including his encounter with Helen of Troy, the emblem of classical beauty and culture. The whole is a symbolic and panoramic commentary on the human condition and on modern European history and civilisation.We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",,,,,2018-05-06,316.0,1981026614,9781981026616
Zaïre,voltaire,"Excerpt from Zaïre: A Tragedy in Verse in Five Acts When he withdrew from this school, his father proposed to him that he study law, and though Voltaire announced that it was his intention to devote himself to writing, he was forced to yield for a time. But almost at once Chateauneuf introduced him into a brilliant, licentious society of which he soon became one Of the leaders. His father, learning of the orgies of Voltaire's companions. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",,,,Forgotten Books,2017-12-06,122.0,0260740306,9780260740304
"Poems on Various Subjects, Religious and Moral (Classic Reprint)",phillis wheatley,"Excerpt from Poems on Various Subjects, Religious and Moral About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Poetry,,,Forgotten Books,2017-05-16,134.0,0259413704,9780259413707
The Twilight of the Gods (Classic Reprint),richard wagner,"Excerpt from The Twilight of the Gods About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Poetry,,,Forgotten Books,2016-12-23,44.0,1334747709,9781334747700
The Happy Birthday of Death,gregory corso,,Poetry,4.0,1.0,New Directions Publishing,1960,102.0,0811200272,9780811200271
Lalla Rookh,thomas moore,"Excerpt from Lalla Rookh: An Oriental Romance On this last occasion, Mr. Perry kindly offered himself as my representative in the treaty; and, what with the friendly zeal of my negotiator on the one side, and the prompt and liberal spirit with which he was met on the other, there has seldom, I think, oc curred any transaction in which Trade and Poesy have shone out so advantageously in each other's eyes. The short discussion that then took place, between the two parties, may be comprised in a very few sentences. I am of Opinion, said Mr. Perry, enforcing his View of the case by arguments which it is not for me to cite that Mr. Moore ought to receive for his Poem the largest price that has been given, in our day, for such a work. That was, answered the Messrs. Longman, three thousand guineas. Exactly so, replied Mr. Perry, and no less a sum ought he to receive. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Poetry,,,Forgotten Books,2017-11-03,414.0,0260217239,9780260217233
The Literature of Ecstasy,albert mordell,,Ecstasy,,,,1921,272.0,,
The Poems of John Godfrey Saxe (Classic Reprint),john godfrey saxe,"Excerpt from The Poems of John Godfrey Saxe The Poet's License. The Poet's License! - Some there are Who hold the false opinion 'T is but a meagre privilege Confined to Art's dominion; The right to rhyme quite unrestrained By certain rigid fetters Which bind the colder men of prose Within the realm of letters. Ah no! - I deem 't is something more, And something vastly higher, To which the proudest bard on earth May worthily aspire. The Poet's License! - 't is the right, Within the rule of duty, To look on all delightful things Throughout the world of beauty. To gaze with rapture at the stars That in the skies are glowing; To see the gems of perfect dye That in the woods are growing, - And more than sage astronomer, And more than learned florist, To read the glorious homilies Of Firmament and Forest. When Nature gives a gorgeous rose, Or yields the simplest fern, She writes this motto on the leaves, - ""To whom it may concern!"" And so it is the poet comes And revels in her bowers, And, though another hold the land, Is owner of the flowers. O, nevermore let Ignorance With heedless iteration Repeat the phrase as meaning aught Of trivial estimation; The Poet's License! - 't is the fee Of earth and sky and river To him who views them royally, To have and hold forever! Treasure In Heaven. Respectfully Dedicated to George Peabody, Esq. ""What I spent, I had; what I left, I lost; what I gave, I have!"" Old Epitaph. I. Every coin of earthly treasure We have lavished, upon earth, For our simple worldly pleasure, May be reckoned something worth; For the spending was not losing, Though the purchase were but small; About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.""",Poetry,,,,2015-06-30,272.0,1330503732,9781330503737
Othello,william shakespeare,"Mit dem Werkbeitrag aus Kindlers Literatur Lexikon. Mit dem Autorenporträt aus dem Metzler Lexikon Weltliteratur. Mit Daten zu Leben und Werk, exklusiv verfasst von der Redaktion der Zeitschrift für Literatur TEXT + KRITIK. Das Venedig der Renaissance ist ein Schmelztiegel der Kulturen, eine reiche Handelstadt, die Begehrlichkeiten weckt. Othello ist damit beauftragt, die Flotte der kleinen Republik in den Krieg zu führen. Die Venezianer vertrauen dem »Mohr« zwar die Sicherheit ihrer Stadt, nicht jedoch ihre Töchter an. Die Liebe Othellos zu der schönen Desdemona steuert, durch eine Intrige vergiftet, auf eine Tragödie zu.",Drama,,,S. Fischer Verlag,2012-02-29,183.0,3104019614,9783104019611
King Lear,william shakespeare,,Drama,,,,1987,280.0,,
Othello,william shakespeare,The works of this great English writer seem to be timeless – his books contain vital questions which are still relevant today just as they were in the XVI cen. The secret of the eternal youth of his books is in the characters who have not changed a bit. Each of us might recognize his or her contemporaries in Shakespeare’s characters.,Drama,,,"""Издательство """"Проспект""""""",2013-07-14,179.0,5392081673,9785392081677
The Cambridge Companion to Christopher Marlowe,patrick cheney,"The Cambridge Companion to Christopher Marlowe provides a full introduction to one of the great pioneers of both the Elizabethan stage and modern English poetry. It recalls that Marlowe was an inventor of the English history play (Edward II) and of Ovidian narrative verse (Hero and Leander), as well as being author of such masterpieces of tragedy and lyric as Doctor Faustus and 'The Passionate Shepherd to His Love'. Sixteen leading scholars provide accessible and authoritative chapters on Marlowe's life, texts, style, politics, religion, and classicism. The volume also considers his literary and patronage relationships and his representations of sexuality and gender and of geography and identity; his presence in modern film and theatre; and finally his influence on subsequent writers. The Companion includes a chronology of Marlowe's life, a note on reference works, and a reading list for each chapter.",Drama,5.0,1.0,Cambridge University Press,2004-07-15,350.0,0521527341,9780521527347
Bacchae,euripides,"This new translation of ""The Bacchae--""that strange blend of Aeschylean grandeur and Euripidean finesse--is an attempt to reproduce for the American stage the play as it most probably was when new and unmutilated in 406 B.C. The achievement of this aim involves a restoration of the ""great lacuna"" at the climax and the discovery of several primary stage effects very likely intended by Euripides. These effects and controversial questions of the composition and stylistics are discussed in the notes and the accompanying essay.",Drama,,,"Oxford University Press, USA",1960,328.0,,
King Lear,william shakespeare,"The tragic drama of an old king's foolishness is accompanied by material on Shakespeare's language, life, and theater, notes, and an essay",Fathers and daughters,,,Turtleback,1993-01,,080850892X,9780808508922
A Doll's House,henrik ibsen,"In Henrik Ibsen's groundbreaking three-act play 'A Doll's House,' the audience is presented with a narrative that starkly challenges the societal norms of 19th century Norway, particularly in regards to gender roles and marriage conventions. Through its candid dialogue and realist characterization, the play artfully constructs the life of Nora Helmer, who evolves from a seemingly naive and subservient wife into a woman determined to find her own identity. Its literary style is steeped in the naturalist movement, painting an unvarnished picture of domestic life, and pushing the boundaries of theatrical art to address hidden social issues. Ibsen's crafting of 'A Doll's House' extends beyond mere storytelling; it is a carefully structured commentary that has laid the groundwork for modern realistic drama.nnHenrik Ibsen himself was a literary pioneer whose works were often controversial for their time because they dissected the foundational institutions of society, such as marriage, family, and morality. Perhaps inspired by the changing tides of the socio-political landscape in Europe or by his own observations of the rigid confines of society, Ibsen produced in 'A Doll's House' a play that, while denied a feminist manifesto, unmistakably advocates for individual freedom and criticizes the hypocritical fabric of Victorian marriage.nn'A Doll's House' is recommended not only for students of literature but also for those interested in the exploration of human rights and gender equality. The play's historical significance, intricate character development, and its potent blend of controversy and critical discourse render it an essential read. The journey of Nora Helmer speaks profoundly to the ongoing discussion of personal autonomy and societal expectations. For those captivated by the transformation of characters and the breakdown of societal facades, 'A Doll's House' holds a mirror up to the audience, challenging them to consider the mechanisms of their own lives.",Drama,,,DigiCat,2022-05-28,88.0,,
Shakespearean Negotiations,stephen greenblatt,"Stephen Greenblatt has been at the center of a major shift in literary interpretation toward a critical method that situates cultural creation in history. Shakespearean Negotiations is a sustained and powerful exemplification of this innovative method, offering a new way of understanding the power of Shakespeare's achievement and, beyond this, an original analysis of cultural process.",Drama,,,Univ of California Press,1988,226.0,0520061608,9780520061606
Twelfth Night,william shakespeare,"'Twelfth Night, or, What You Will' is a classic romantic comedy of mistaken identities that has sparked much critical debate surrounding issues of gender and sexuality. As well as an authoritative text, this edition boasts an introduction that explores multiple facets of the play.",Drama,,,Evans Publishing Group,2008-05-09,452.0,1903436990,9781903436998
The Birth of Tragedy,friedrich nietzsche,Philosopher's classic study declares that Greek tragedy achieved greatness through a fusion of elements of Apollonian restraint and control with Dionysian components of passion and the irrational.,Philosophy,,,Courier Corporation,2012-03-01,99.0,048611144X,9780486111445
Little Eyolf,henrik ibsen,"Excerpt from Little Eyolf: A Play in Three Acts A pretty and richly-decorated garden-room, full of fiw'niture, owers, and plants. At the back, open glass doors, leading out to a verandah. An ex tensive view over the fiord. In the distance, wooded hillsides. A door in each of the side walls, the one on the right a folding door, placed far back. In front on the right, a sofa, with cushions and rugs. Beside the sofa, a small table, and chairs. In front, on the left, a ktrger table, -with (mm-chairs around it. On the table stands an open hand-bag. It is cm early summer morning, with warm sunshine. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.""",Drama,,,Forgotten Books,2016-07-12,226.0,1333047789,9781333047788
The Tempest,william shakespeare,"Excerpt from The Tempest: A Comedy Pro. The hour's now come; The very minute bids thee ope thine ear; Obey, and be attentive. Canli thou remember A time before we came unto this cell? I do not think thou canf'r; for then thou wail not Out three years old. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Drama,,,Forgotten Books,2018-03-08,130.0,0364129042,9780364129043
The Theatre of Spontaneity,jacob l. moreno,"J. L. Moreno wrote books, chapters and articles about psychodrama. His writing, like the method he pioneered, is rich and complex. Many students, practitioners and participants around the world have encountered Moreno's work in action; however, fewer people may have had the opportunity to read and think about the 'words of the father' due to the limited availability of key texts. A desire to ensure Moreno's work is available to the widest possible audience inspired members of the North West Psychodrama Association to work together to re-publish the books in this series. We hope by doing so J. L. Moreno's words will continue to reverberate across time and space: inspiring new generations of practitioners to be as creative and spontaneous as is possible whilst managing the complexity of modern day practice.",Science,,,Lulu.com,2010,143.0,1445777134,9781445777139
Shakespeare and Stratford-Upon-Avon,robert e. hunter,"Excerpt from Shakespeare and Stratford-Upon-Avon: A Chronicle of the Time The paragon of all patience thought he should hear of something to his advantage if his enemy would write a book. Book-making in all forms has been a serious undertaking at all times-never more so than at present; but I am in this work free from many of the anxieties of authorship. I have not written a book: this is only a compilation. The confession will strike the intelligent reader, who may have dipped into these pages before glancing at the preface, as less necessary than that of the very old master who, having painted a model specimen of the feline tribe, attached the celebrated inscription This is a cat. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Biography & Autobiography,,,Forgotten Books,2015-08-08,292.0,1332429580,9781332429585
The Tragical History of Doctor Faustus,christopher marlowe,"Marlowe's famous Elizabethan drama is a fusion of a tragedy and morality play and one that used high-quality blank verse for the first time in English theatre. After selling his soul to the devil for power and knowledge, Doctor Faustus vacillates between hubris and fear in masterful soliloquys that showcase the poet's outstanding talent.",,,,,2017-10-09,82.0,1911405497,9781911405498
Lady Inger of Ostrat,henrik ibsen,"Set in 1528, ""Lady Inger of Ostrat"" is Henrik Ibsen's historical drama based on Lady Inger of Austraat, who was the wealthiest Norwegian land-owner of her era. Swedish protesters of Danish rule of Norway, which since the Union of Kalmar in 1397 has largely become a province of Denmark, approach Lady Inger for her support in an insurrection against the Danes. As the fate of the nation of Norway lies in the balance, great political and personal intrigue abounds in this classic Ibsen drama.",,,,,2018-05-19,94.0,1719305110,9781719305112
